 took:92us.
BT S0,92,183
1,91,183
2,92,183
3,92,183
4,92,183
5,92,183
6,91,183
7,92,183
8,92,183
9,92,183
10,92,183
11,91,183
12,92,183
13,92,183
14,91,214
15,92,183
16,91,183
17,92,183
18,92,183
19,92,183
20,92,183
21,91,183
22,92,183
23,92,183
24,92,183
25,92,183
26,91,183
27,92,183
28,92,183
29,92,183
30,92,183
31,91,183
32,92,183
33,92,183
34,92,183
35,92,183
36,91,183
37,92,183
38,92,183
39,92,183
40,92,183
41,91,183
42,92,183
43,92,183
44,92,183
45,92,183
46,91,183
47,92,183
48,92,183
49,91,183
50,92,183
51,92,183
52,92,183
53,92,183
54,91,183
55,92,183
56,92,183
57,92,183
58,92,183
59,91,183
60,92,183
61,92,183
62,92,183
63,92,183
64,91,183
65,92,977
66,92,183
67,92,183
68,92,183
69,92,183
70,92,183
71,92,183
72,92,183
73,92,183
74,92,183
75,92,183
76,92,183
77,92,183
78,92,183
79,92,183
80,92,183
81,92,183
82,92,183
83,92,183
84,92,183
85,92,183
86,92,183
87,92,183
88,92,183
89,92,183
90,92,183
91,92,183
92,92,183
93,92,183
94,92,183
95,92,183
96,92,183
97,92,976
98,92,183
99,92,183
100,92,183
101,92,183
102,92,183
103,92,183
104,92,183
105,92,183
106,92,183
107,92,183
108,92,183
109,92,183
110,92,183
111,92,183
112,92,183
113,92,183
114,92,183
115,92,183
116,92,183
117,92,183
118,92,183
119,92,183
120,92,183
121,92,183
122,92,183
123,92,183
124,92,183
125,92,183
126,92,183
127,92,183
128,92,183
129,92,183
130,92,183
131,92,183
132,92,183
133,92,183
134,92,183
135,92,183
136,92,183
137,92,183
138,92,183
139,92,183
140,92,183
141,91,183
142,92,183
143,91,184
144,92,183
145,92,183
146,92,183
147,92,183
148,91,184
149,92,183
150,92,183
151,92,183
152,92,183
153,91,977
154,91,184
155,92,183
156,92,183
157,92,183
158,92,183
159,91,184
160,92,183
161,92,183
162,92,183
163,92,183
164,91,184
165,92,183
166,92,183
167,92,183
168,92,183
169,91,184
170,92,183
171,92,183
172,92,183
173,92,183
174,91,184
175,92,183
176,92,183
177,92,183
178,92,183
179,91,184
180,92,183
181,92,183
182,92,183
183,92,183
184,91,184
185,92,183
186,92,183
187,61,214
188,92,183
189,92,183
190,92,183
191,92,183
192,91,977
193,91,183
194,92,183
